contraente_key,classificazione,regola,occorrenze
2M+A ARCHITETTURA & INGEGNERIA,non_classificato,nessun_segnale_esplicito,1
2WARE S.R.L.,organization,org_srl,1
3F&EDIN SPA,organization,org_spa,1
3G DI MAZARESE G. LAUDICINA G. E PUMO A. S.N.C.,organization,org_snc,1
4 EMME SERVICE S.P.A,organization,org_spa,1
A & C ECOTECH S.R.L,organization,org_srl,1
A PROPRIO CARICO AD UN PREZZO,non_classificato,nessun_segnale_esplicito,1
A. MANZONI & C. S.P.A.,organization,org_spa,1
A. MANZONI & C. SPA,organization,org_spa,1
A.G.PEGASUS SRL,organization,org_srl,1
A.GEG SRL,organization,org_srl,1
A.I.R. TECH S.R.L,organization,org_srl,6
A.MANZONI & C. SPA,organization,org_spa,1
A.S.T.E. CONGRESS S.R.L.,organization,org_srl,1
A2A ENERGIA SPA,organization,org_spa,1
A2A ENERGIA SPA PER IL PERIODO 01.07.2025 – 30.06.2026,organization,org_spa,1
A2BI ENGINEERING S.R.L.,organization,org_srl,1
A72 DI CHIORLIN,non_classificato,nessun_segnale_esplicito,1
AB TENDE SRL,organization,org_srl,1
ABITARE VERDE DI NOCCHI ANTONIO,non_classificato,nessun_segnale_esplicito,1
ACCA SOFTWARE S.P.A,organization,org_spa,1
ACCA SOFTWARE S.P.A.,organization,org_spa,2
ACCA SOFTWARE SPA,organization,org_spa,1
ACCENTURE,non_classificato,nessun_segnale_esplicito,1
ACCENTURE S.P.A.,organization,org_spa,1
ACE RECRUITERS CANADA CORPORATION,non_classificato,nessun_segnale_esplicito,1
ADALTA S.N.C. DI FAZZI MARCO E,organization,org_snc,1
ADCOM S.R.L.,organization,org_srl,1
ADN-KRONOS SPA,organization,org_spa,1
ADNKRONOS SOCIETA' PER AZIONI - AGENZIA GIORNALISTICA DI INFORMAZIONI UNIPERSONALE,organization,org_societa_generica,1
ADPARTNERS S.R.L,organization,org_srl,2
ADRIATICA APPALTI S.R.L.,organization,org_srl,2
ADRIATICA APPALTI SRL,organization,org_srl,1
ADV STUDIO SCS ONLUS,non_classificato,nessun_segnale_esplicito,2
ADVERTISING SRL,organization,org_srl,1
AEFFE CONSULTING SRL,organization,org_srl,1
AFFIDATARIO DICHIARA E GARANTISCE DI ESS,non_classificato,nessun_segnale_esplicito,2
AFFIDATARIO QUALE SOGGETTO TERZO È TENUTO,non_classificato,nessun_segnale_esplicito,1
AFFIDATARIO SIA IN REGOLA CON I REQUISITI GENERALI E PROFESS,non_classificato,nessun_segnale_esplicito,1
AFRICA MEDIAS FINANCEÈ,non_classificato,nessun_segnale_esplicito,1
AFRICAMEDIASFINANCE,non_classificato,nessun_segnale_esplicito,1
AG SYSTEM S.R.L.,organization,org_srl,1
AGE ASSICURAZIONE GESTIONE ENTI S,non_classificato,nessun_segnale_esplicito,1
AGENZIA D'IPPOLITO DI ALESSANDRA D'IPPOLITO & C,non_classificato,nessun_segnale_esplicito,1
AGENZIA DEL MARKETING EDITORIALE SRL,organization,org_srl,1
AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A.,organization,org_spa,1
AGENZIA NAZIONALE PER LA SICUREZZA DELLE FERROVIE E DELLE INFRASTRUTTURE STRADALI E AUTOSTRADALI (ANSFISA),non_classificato,nessun_segnale_esplicito,1
AGGIUDICATARIA SARÀ TENUTA AD ASS,non_classificato,nessun_segnale_esplicito,1
AGIC TECHNOLOGY,non_classificato,nessun_segnale_esplicito,1
AGIC TECHNOLOGY SRL,organization,org_srl,1
AGRICOLA IL VERDE DI GIANNI ROBERTO E COLONNA ANTONIO - SOCIETA' IN NOME COLLETTIVO,organization,org_societa_generica,1
AGRICOLA MONTE SAN PANTALEONE - COOPERATIVA,organization,org_cooperativa,1
AGRIFOLIA STUDIO ASSOCIATO,organization,org_studio_prof,1
AHRCOS SPA,organization,org_spa,1
AICOMPLY SRL,organization,org_srl,1
AIM SPORT S.R.L.,organization,org_srl,1
AIR FIRE S.P.A.,organization,org_spa,1
AIRIS S.R.L.,organization,org_srl,1
AIRONE SOCIETÀ COOPERATIVA,organization,org_cooperativa,1
AISAR DI ARLEO GIOVANNI,non_classificato,nessun_segnale_esplicito,1
AISTECH SRL,organization,org_srl,1
AK SRL,organization,org_srl,1
ALAB DI ROBERTO ALESS,non_classificato,nessun_segnale_esplicito,1
ALCANTARA S.R.L,organization,org_srl,1
ALES ARTE LAVORO E SERVIZI S.P.A.,organization,org_spa,1
ALES S.P.A.,organization,org_spa,2
ALES SPA,organization,org_spa,1
ALES – ARTE LAVORO E SERVIZI S.P.A,organization,org_spa,1
ALESSANDRO CIOCCI,non_classificato,nessun_segnale_esplicito,1
ALESSIO FORMICOLA - LIBERO PROFESSIONISTA,non_classificato,nessun_segnale_esplicito,1
ALESSIO MICELI,non_classificato,nessun_segnale_esplicito,1
ALFA AMBIENTE CONSULTING SOCIETA' A RESPONSABILITA' LIMITATA,organization,org_societa_generica,1
ALFONSO SCUOTTO GROUP S.R.L.,organization,org_srl,3
ALGECO S.P.A.,organization,org_spa,1
ALGECO SPA,organization,org_spa,1
ALIMENTARI LUCA DI SANTE,non_classificato,nessun_segnale_esplicito,8
ALIS S,non_classificato,nessun_segnale_esplicito,1
ALISEI SRL,organization,org_srl,1
ALL COMPUTERS S.R.L,organization,org_srl,1
ALMA S.R.L,organization,org_srl,1
ALMA S.R.L.,organization,org_srl,2
ALMABOX SRL,organization,org_srl,1
ALMAVIVA S.P.A.,organization,org_spa,1
ALNITAK SRLS,organization,org_srl,1
ALPHAOMEGA S.R.L.,organization,org_srl,1
ALPHAVILLE TRADUZIONI E SERVIZI EDITORIALI -,non_classificato,nessun_segnale_esplicito,1
ALTFIRE SRL,organization,org_srl,1
ALTOP S,non_classificato,nessun_segnale_esplicito,2
"ALTRE PUBBLICHE AMMINISTRAZIONI, DIMOSTRANDOSI AFFIDABILE",non_classificato,nessun_segnale_esplicito,1
ALVAREZ & MARSAL (A&M) ITALIA S.R.L.,organization,org_srl,1
AM COSTRUZIONI SRL,organization,org_srl,1
AMBASS,non_classificato,nessun_segnale_esplicito,5
AMBIENTE 1985 S.R.L.,organization,org_srl,1
AMMESS,non_classificato,nessun_segnale_esplicito,1
ANALISI MEDICHE DOTT.RI CANNAVÒ SRL,organization,org_srl,1
ANCI COMUNICARE SRL,organization,org_srl,1
ANCONAMBIENTE SPA,organization,org_spa,1
ANDREA AGUIARI,non_classificato,nessun_segnale_esplicito,1
ANDREW ALEXANDER TIBURZI,non_classificato,nessun_segnale_esplicito,1
ANGQ SISTEMI SRL,organization,org_srl,1
ANSA - AGENZIA NAZIONALE DI STAMPA ASSOCIATA,non_classificato,nessun_segnale_esplicito,1
ANTARES RESTAURO,non_classificato,nessun_segnale_esplicito,1
ANTHESI S.R.L,organization,org_srl,1
ANTINCENDIO ESS,non_classificato,nessun_segnale_esplicito,1
ANTINCENDIO RIGGIO,non_classificato,nessun_segnale_esplicito,1
ANTINCENDIO RIGGIO DI RIGGIO,non_classificato,nessun_segnale_esplicito,1
ANTONIO DE NIGRIS,non_classificato,nessun_segnale_esplicito,1
AON S,non_classificato,nessun_segnale_esplicito,2
AON S.P.A.,organization,org_spa,1
AON S.P.A. INSURANCE & REINSURANCE BROKERS,organization,org_spa,3
APAVE CERTIFICATION ITALIA S.R.L.,organization,org_srl,1
APG SENEGAL,non_classificato,nessun_segnale_esplicito,1
APIX SA,non_classificato,nessun_segnale_esplicito,1
APS AEROSPACE CORP,non_classificato,nessun_segnale_esplicito,1
AQUATEC,non_classificato,nessun_segnale_esplicito,1
ARCA SOC. COOPERATIVA,organization,org_cooperativa,1
ARCADIA INFORMATICA SRL,organization,org_srl,1
ARCH. ALFONSO ANGELONE,person,per_arch,1
ARCH. ANDREA CALIFANO,person,per_arch,1
ARCH. CARMELO PUGLIATTI,person,per_arch,1
ARCH. CAROLINA DE CAMILLIS,person,per_arch,1
ARCH. DANIELA BORGESE,person,per_arch,1
ARCH. ELIO MARINO,person,per_arch,1
ARCH. ERBAGGIO LUCA,person,per_arch,1
ARCH. FABIO VALLI,person,per_arch,1
ARCH. FRANCESCO DE MEO,person,per_arch,1
ARCH. GIUSEPPE GARDINI,person,per_arch,1
ARCH. ISABELLA ARTANA,person,per_arch,1
ARCH. LAURA CLOTILDE BERGONZONI,person,per_arch,1
ARCH. LUCA AFFUBINE,person,per_arch,1
ARCH. MARCO LENNA,person,per_arch,1
ARCH. PAOLA BRUNORI,person,per_arch,1
ARCH. PIERPAOLO FRANZESE CON STUDIO PROFESS,person,per_arch,1
ARCH. ROBERTA CARRARA,person,per_arch,1
ARCH. VINCENZO TOTINO,person,per_arch,1
ARCHILAB SRL,organization,org_srl,1
ARCHITETTO ANELINDA DI MUZIO,person,per_arch,1
ARCHITETTO FRANCESCO DI MEO,person,per_arch,1
ARCHITETTO MARCO AGLIATA,person,per_arch,1
ARCHITETTO ROBERTO SIMEONE,person,per_arch,1
ARCHITETTO ROMOLO CRESCENZI,person,per_arch,1
ARCHITETTO VALERIA CIVITILLO,person,per_arch,1
ARCHITETTURA E RESTAURO ENGINEERING UNIPERSONALE S.R.L.S,organization,org_srl,1
ARCHIVERDE - SOCIETA' A RESPONSABILITA' LIMITATA CON SEDE A VIA SALASCO 32,organization,org_societa_generica,1
ARCHIVI SPA,organization,org_spa,2
ARCHPLUS STUDIO S.R.L.S,organization,org_srl,1
ARDITO ATTILIO,non_classificato,nessun_segnale_esplicito,1
AREA COMUNICACIÓN GLOBAL,non_classificato,nessun_segnale_esplicito,1
AREA SPORT DI FULVIO ASSANTI,non_classificato,nessun_segnale_esplicito,1
ARES S.R.L.,organization,org_srl,1
ARGA SRL,organization,org_srl,1
ARGOTECH S.R.L. DI ROMA,organization,org_srl,1
ARGOTECH SRL,organization,org_srl,1
ARPAL AGENZIA REGIONALE PER LA PROTEZIONE DELL'AMBIENTE LIGURE,non_classificato,nessun_segnale_esplicito,1
ARREDAMENTI MOQUETTES SRL,organization,org_srl,1
ARREDAMENTI RAMUNDO S.R.L.,organization,org_srl,1
ARS MOVENDI SRL,organization,org_srl,1
ARSLOGICA SISTEMI SRL,organization,org_srl,2
ARSOLOGICA SISTEMI,non_classificato,nessun_segnale_esplicito,1
ART DEFENDER INSURANCE S,non_classificato,nessun_segnale_esplicito,1
ARTERIA SRL,organization,org_srl,3
ARTERNATIVA S.R.L,organization,org_srl,1
ARTERNATIVA S.R.L.,organization,org_srl,1
ARTHUR D. LITTLE SOCIETÀ BENEFIT S.P.A,organization,org_spa,1
ARTICOLARTE S,non_classificato,nessun_segnale_esplicito,2
ARTICOLARTE S.R.L.,organization,org_srl,1
ARTIFICIA CONSORZIO,organization,org_consortium,1
ARTRIBUNE S,non_classificato,nessun_segnale_esplicito,1
ARTS MEDIA S.R.L.,organization,org_srl,1
ARUBA BUSINESS,non_classificato,nessun_segnale_esplicito,2
ARUP ITALIA S.R.L.,organization,org_srl,1
ASA GIARDINI DI BALDI ANDREA,non_classificato,nessun_segnale_esplicito,1
ASACOS S,non_classificato,nessun_segnale_esplicito,1
ASACOS SRLS,organization,org_srl,1
ASCACOMUNICAZIONE S,non_classificato,nessun_segnale_esplicito,1
ASCENSORI SERVIZI S.R.L.,organization,org_srl,1
ASOSIASI PERANCANG PENGUSAHA MODE,non_classificato,nessun_segnale_esplicito,1
ASSO LIGHTING AND TRUSS,non_classificato,nessun_segnale_esplicito,1
ASSOCIAZIONE CULTURALE DONNAFUGATA 2000 (P,organization,org_associazione,1
ASSOCIAZIONE ITALIANA DI EPIDEMIOLOGIA,organization,org_associazione,1
ASSOCIAZIONE PROFESSIONALE PWC TLS AVVOCATI E COMMERCIALISTI,organization,org_associazione,1
ASTORIA EDICIONES,non_classificato,nessun_segnale_esplicito,1
ASTRA MEDIA SRL,organization,org_srl,1
ASVIS -ALLEANZA ITALIANA PER LO SVILUPPO SOSTENIBILE,non_classificato,nessun_segnale_esplicito,1
ASYSTEL-BDF S.P.A,organization,org_spa,1
ATLANTE SOCIETA' CONSORTILE,organization,org_societa_generica,1
ATS ELETTRONICA SAS.,organization,org_sas,1
ATTICO 99 SRL,organization,org_srl,1
ATTILIO CUPIDO - ACTUALAB,non_classificato,nessun_segnale_esplicito,1
AURUM MAGNA TIMON SL,non_classificato,nessun_segnale_esplicito,1
AUTOCARROZZERIA MODERNA SRL,organization,org_srl,1
AUTOFFICINA A. PEREGO,non_classificato,nessun_segnale_esplicito,4
AV SANIFICATION S.R.L,organization,org_srl,1
AVV. ARTURO CANCRINI,person,per_avv,1
AVV. FRANCESCO CAPOCCIA,person,per_avv,1
AVV. IVAN FRIONI,person,per_avv,1
AYVENS/ALD AUTOMOTIVE,non_classificato,nessun_segnale_esplicito,1
AZ UFFICIO SNC,organization,org_snc,1
B.O.T.W. S.R.L,organization,org_srl,1
BADIALI MIRKO,non_classificato,nessun_segnale_esplicito,1
BAGLIONI S,non_classificato,nessun_segnale_esplicito,2
BANDOSUBITO S.R.L.,organization,org_srl,1
BAR BANQUETING S,non_classificato,nessun_segnale_esplicito,1
BARBIERI KLEIBER S.R.L.,organization,org_srl,1
BARCHIESI MASSIMO,non_classificato,nessun_segnale_esplicito,2
BARUCHELLI FLORIO SAS,organization,org_sas,1
BATTER FLY SRL,organization,org_srl,1
BBS PRATICHE & SERVIZI S.R.L,organization,org_srl,1
BCM SERVICE S.R.L.,organization,org_srl,1
BEATRICE POGGI,non_classificato,nessun_segnale_esplicito,1
BELLETTATI EMANUELA ED ELISABETTA S.A.S,organization,org_sas,1
BELLETTATI S.A.S. DI EMANUELA BELLETTATI,organization,org_sas,1
BELLETTATI SAS DI EMANUELA BELLETTATI,organization,org_sas,2
BENEDETTA SERCHI,non_classificato,nessun_segnale_esplicito,1
BENEDETTO QUAQUARO,non_classificato,nessun_segnale_esplicito,1
BENEFIT,non_classificato,nessun_segnale_esplicito,1
BENSI SILVIA – RESTAURI D’ARTE,non_classificato,nessun_segnale_esplicito,1
BERTAZZONI ASCENSORI S.R.L.,organization,org_srl,1
BETTATI ANTINCENDIO S.R.L.,organization,org_srl,1
BG AMBIENTE SRL C.F. 130627810033,organization,org_srl,1
BIANCONE GIANNANTONIO DI GABRIELE CIPRIANI,non_classificato,nessun_segnale_esplicito,1
BIBLOS SOCIETÀ COOPERATIVA UNIVERSITARIA,organization,org_cooperativa,1
BIGIO MASSIMO,non_classificato,nessun_segnale_esplicito,1
BIOGENERICA SRL -VIA GESUALDO BUFALINO,organization,org_srl,1
BIONIRO S,non_classificato,nessun_segnale_esplicito,1
BIOPTIKA S.R.L.,organization,org_srl,1
BIZZAGLIA A. & S. S.R.L.,organization,org_srl,1
BKK BAR SHOW CO,non_classificato,nessun_segnale_esplicito,2
BLACK BOW CHAUFFEUR,non_classificato,nessun_segnale_esplicito,1
BLADE INFORMATICA SRL,organization,org_srl,1
BLEKA SRL,organization,org_srl,1
BLITZ DISINFESTAZIONI SRL,organization,org_srl,1
BLU OCEAN SRL,organization,org_srl,1
BLUEBAG ITALIA S,non_classificato,nessun_segnale_esplicito,1
BOCCI CARTA SRL,organization,org_srl,1
BOLLONI COSTRUZIONI S.R.L.,organization,org_srl,1
BONANNINI SRL,organization,org_srl,1
BONECHI STEFANO,non_classificato,nessun_segnale_esplicito,1
BPG RADIOCOMUNICAZIONI S.R.L,organization,org_srl,1
BRANDI SRL,organization,org_srl,1
BRESCIANI S,non_classificato,nessun_segnale_esplicito,1
BRESCIANI S.R.L.,organization,org_srl,3
BRICOFERRAMENTA DI MAURO RINALDI,non_classificato,nessun_segnale_esplicito,1
BROKERMAX S,non_classificato,nessun_segnale_esplicito,2
BROMOTIRRENA S.R.L.,organization,org_srl,1
BRUNEAU ITALIA SRL,organization,org_srl,1
BSISTEMI S.P.A.,organization,org_spa,1
BUREAU VERITAS ITALIA S.P.A,organization,org_spa,1
BUREAU VERITAS S.P.A,organization,org_spa,1
BURLANDI FRANCO S.R.L.,organization,org_srl,1
BUSINESS CHANGERS SRL,organization,org_srl,1
BUSINESS INTEGRATION PARTNERS,non_classificato,nessun_segnale_esplicito,1
BUTTERFLY TRANSPORT S.R.L.,organization,org_srl,1
BUTTERFLY TRANSPORT SRL,organization,org_srl,1
C A R T A M A C E R O S.R.L.,organization,org_srl,1
C&S CONSULENZA E SELEZIONE S.R.L,organization,org_srl,1
C-ENGINEERING S.R.L.,organization,org_srl,1
C.B.F. BALDUCCI S.P.A.,organization,org_spa,1
C.F.G. S.R.L,organization,org_srl,1
C.F.G. SRL,organization,org_srl,4
C.I.M.A.R. SOC. COOP.,organization,org_coop_abbrev,1
C.M.G. TESTING SRL,organization,org_srl,1
C.R. ENGINEERING AND ARCHITECTURE S.R.L,organization,org_srl,1
C.R.A. COSTRUZIONI DI REA CIRO,non_classificato,nessun_segnale_esplicito,1
C.R.C.M DI BOVINA CRISTINA,non_classificato,nessun_segnale_esplicito,1
C.S.M. 90 S.R.L,organization,org_srl,1
C.T.S. S.R.L.,organization,org_srl,2
C2” S.R.L,organization,org_srl,1
CA.RI. COSTRUZIONI S.R.L,organization,org_srl,1
CADI DEI F.LLI MILASI S.R.L.,organization,org_srl,1
CAIRORCS MEDIA S,non_classificato,nessun_segnale_esplicito,1
CALLIOPE SOCIETÀ COOPERATIVA,organization,org_cooperativa,1
CALOSI,non_classificato,nessun_segnale_esplicito,1
CALPOWER S.R.L,organization,org_srl,1
CAMPO DI GIOVE - TAGLIACOZZO AQ- CASERME CC - PAG I SAL,non_classificato,nessun_segnale_esplicito,1
CAMPUSTORE SRL,organization,org_srl,1
CANON SPA,organization,org_spa,1
CANU PIETRO,non_classificato,nessun_segnale_esplicito,1
CAPPELLO CLIMATERMICA S.R.L.,organization,org_srl,1
CAPRI ARCHITETTURA E PAESAGGIO,non_classificato,nessun_segnale_esplicito,1
CAPSULA SRL,organization,org_srl,1
CARMA S.R.L.,organization,org_srl,1
CARPENTERIE METALLICHE IURLARO,non_classificato,nessun_segnale_esplicito,2
CARTA & INCHIOSTRO SAS,organization,org_sas,1
CARTARIA VAL.BY S.R.L.,organization,org_srl,1
CARTO COPY SERVICE S.R.L. DI ROMA,organization,org_srl,1
CARTO COPY SERVICE SRL,organization,org_srl,1
CARTO COPY SERVICE SRL DI ROMA,organization,org_srl,1
CARTOIDEE DI CULTRARO VASTA GIUSEPPE SALVATORE,non_classificato,nessun_segnale_esplicito,1
CARTOLERIE INTERNAZIONALI SRL,organization,org_srl,1
CARTOLIBRERIA MANCINI SAS,organization,org_sas,1
CARUSO OTTAVIANO,non_classificato,nessun_segnale_esplicito,1
CASA EDITRICE TUNUÉ S.R.L.,organization,org_srl,1
CASALINI LIBRI S.P.A.,organization,org_spa,2
CASALINI LIBRI SPA,organization,org_spa,1
CASSA ASSIDIM,non_classificato,nessun_segnale_esplicito,1
CAST BOLZONELLA SRL,organization,org_srl,1
CAT SNC,organization,org_snc,1
CAVINA TERRA ARCHITETTI,non_classificato,nessun_segnale_esplicito,1
CBC SPECIALTY BEVERAGE,non_classificato,nessun_segnale_esplicito,1
CBIM,non_classificato,nessun_segnale_esplicito,1
CCG S.R.L.,organization,org_srl,2
CCG SRL È RISULTATO IL PIÙ CONVENIENTE,organization,org_srl,1
CEBI S.R.L,organization,org_srl,1
CEBI S.R.L. DI ROMA,organization,org_srl,1
CECCARANELLI S.R.L,organization,org_srl,1
CEDAR CONSULTING SRL,organization,org_srl,1
CEIA SPA,organization,org_spa,1
CEITECNO SRL,organization,org_srl,1
CELDES S.R.L.,organization,org_srl,1
CENFOR INTERNATIONAL S.R.L.,organization,org_srl,2
CENFOR INTERNATIONAL SRL,organization,org_srl,2
CENTRO ALIMENTARE FALCONI DI FALCONI FABIO,non_classificato,nessun_segnale_esplicito,1
CENTRO ALLARME MOLISE DI ANTONINO DI IORIO,non_classificato,nessun_segnale_esplicito,1
CENTRO BIOMEDICO S.C.A.R.L.,organization,org_scarl,1
CENTRO BIOMEDICO S.C.R.L.,organization,org_scrl,2
CENTRO FORNITURE SNC,organization,org_snc,1
CENTRO UFFICI SRL,organization,org_srl,2
CENTRO UFFICIO 2000 S.R.L.S,organization,org_srl,2
CERAMICHE ARTISTICHE GIANNINI DI GIANNINI LAURA PAOLA,non_classificato,nessun_segnale_esplicito,1
CERAMICHE SIMONETTI,non_classificato,nessun_segnale_esplicito,3
CESENA FIERA SRL,organization,org_srl,1
CHAIGEWAVE SRL,organization,org_srl,1
CHARTALAB DI SIMONA BUDASS,non_classificato,nessun_segnale_esplicito,1
"CHE HA INVIATO, IN DATA 8.4.2026 ALLO STESS",non_classificato,nessun_segnale_esplicito,1
CHI.MAR. DI MUCCELLI ANTONIO,non_classificato,nessun_segnale_esplicito,1
CHINNÌ DOMENICO,non_classificato,nessun_segnale_esplicito,1
CHIOMENTI STUDIO LEGALE,non_classificato,nessun_segnale_esplicito,2
CHIP SRL,organization,org_srl,1
CHIURLO TEC S.R.L,organization,org_srl,1
CHIURLO TEC SRL,organization,org_srl,1
CIANI CONSULENTI DI ADRIANO CIANI,non_classificato,nessun_segnale_esplicito,1
CIAVARRO GIANCARLO,non_classificato,nessun_segnale_esplicito,1
CIG B14AADA7BE - MESSA SICUREZZA IMPIANTI GDF AVEZZANO - PAG SALDO,non_classificato,nessun_segnale_esplicito,1
CIG B165167AEC,non_classificato,nessun_segnale_esplicito,1
CINQUEPASCAL S.R.L,organization,org_srl,1
CIPAR S.R.L.,organization,org_srl,1
CIPRIANI GRUPPI ELETTROGENI - VOLTIKA SRL,organization,org_srl,1
CISALPINA TOURS S.P.A. E SECONDO AGGIUDICATARIO ACI BLUETEAM S.P.A,organization,org_spa,1
CISALPINA TOURS S.P.A. MEDIANTE ADESIONE ALL'ACCORDO,organization,org_spa,1
CITA SECONDA SRL,organization,org_srl,1
CITTADINI DELL'ORDINE S.P.A,organization,org_spa,1
CL TRASLOCHI,non_classificato,nessun_segnale_esplicito,1
CLAUDIA PIGNATALE,non_classificato,nessun_segnale_esplicito,1
CLEAN PLANET COOPERATIVA SOCIALE,organization,org_cooperativa,1
CLEAN SERVICE SRL,organization,org_srl,2
CLIENTSIDE S,non_classificato,nessun_segnale_esplicito,1
CLIENTSIDE S.R.L.S.,organization,org_srl,1
CLIENTSIDE SRLS,organization,org_srl,1
CLIMATECNICA S.R.L.,organization,org_srl,1
CNIM S.R.L,organization,org_srl,1
CNIM S.R.L. IN RISPOSTA ALLA SUDDETTA TRATTATIVA,organization,org_srl,1
CO.EL SRL,organization,org_srl,1
CO.GEN.SER. SOCIETÀ COOPERATIVA,organization,org_cooperativa,1
CO.MI. S.R.L,organization,org_srl,1
CODARINI S,non_classificato,nessun_segnale_esplicito,1
COGEPO S.R.L.,organization,org_srl,1
COGEPO SRL,organization,org_srl,1
COLAROSS,non_classificato,nessun_segnale_esplicito,1
COLUCCI&PARTNERS ARCHITETTURA,non_classificato,nessun_segnale_esplicito,1
COM METODI S.P.A.,organization,org_spa,1
COM METODI SPA,organization,org_spa,1
COM METODI SPA.,organization,org_spa,1
COMIN & PARTNERS S,non_classificato,nessun_segnale_esplicito,1
COMIN & PARTNERS S.R.L.,organization,org_srl,1
COMIS SRL,organization,org_srl,1
COMPAGNIA ITALIANA ALLARMI CIAL S.R.L.,organization,org_srl,1
COMPANY’S ADVISORS S.R.L,organization,org_srl,2
COMPUTER ASS,non_classificato,nessun_segnale_esplicito,1
COMUNICARE ANCI COMUNICAZIONE ED EVENTI,non_classificato,nessun_segnale_esplicito,1
COMUNICARE – ANCI COMUNICAZIONE,non_classificato,nessun_segnale_esplicito,1
COMUNICARE – ANCI COMUNICAZIONE ED EVENTI S.R.L,organization,org_srl,1
CON IMPOSTE DI BOLLO A CARICO DELLO STESS,non_classificato,nessun_segnale_esplicito,1
CON PROPRIA MISS,non_classificato,nessun_segnale_esplicito,1
CON.FOR.SERVICE SRL,organization,org_srl,1
CON.GEO. S.R.L,organization,org_srl,1
CONFINDUSTRIA SERVIZI S.P.A.,organization,org_spa,1
CONSERVAZIONE E RESTAURO DIPINTI DI PUCCI SANDRA,non_classificato,nessun_segnale_esplicito,1
CONSIP S,non_classificato,nessun_segnale_esplicito,1
CONSORTIUM GARR,non_classificato,nessun_segnale_esplicito,1
CONSORZIO ARKE,organization,org_consortium,1
CONSORZIO GRUPPO EVENTI,organization,org_consortium,2
CONSORZIO INSTANT SERVICE SOCIETÀ CONSORTILE A R.L.,organization,org_consortium,1
CONSORZIO MEDIANETWORK,organization,org_consortium,1
CONSORZIO MEDITECH – MEDITERRANEAN COMPETENCE CENTRE 4 INNOV,organization,org_consortium,1
CONSORZIO STABILE CMF A PORZIONE DELLA SEDE DI VIA TOSCANA 12,organization,org_consortium,1
CONSORZIO STABILE ETERNITY SCARL,organization,org_scarl,1
CONSORZIO STABILE ETERNITY SOC,organization,org_consortium,1
CONSTANT CONTACT,non_classificato,nessun_segnale_esplicito,1
CONTACT S.R.L,organization,org_srl,1
CONTACT SRL,organization,org_srl,2
CONTECO CHECK S.R.L.,organization,org_srl,1
CONVERGE S.R.L,organization,org_srl,2
CONVERGE S.R.L. (P. IVA [IDENTIFICATIVO PRIVATO RIMOSSO]),organization,org_srl,2
CONVERGE SRL,organization,org_srl,1
COOPERATIVA SOCIALE PROD84,organization,org_cooperativa,1
COOPSERVICE S.COOP.P.A.,non_classificato,nessun_segnale_esplicito,1
COPIATURA S.R.L.,organization,org_srl,1
COPIONE S.R.L.,organization,org_srl,1
COPY TEL SERVICE SRL,organization,org_srl,1
CORPO VIGILI GIURATI SPA,organization,org_spa,1
CORRIDI SRL,organization,org_srl,1
COSMOPOL S.P.A.,organization,org_spa,1
COSTANZA GIULIANI,non_classificato,nessun_segnale_esplicito,1
COSTITUENDO RTI TRA LA BV TECH S.P.A,organization,org_spa,1
